year,longitude,latitude,where_coordinates,best,deaths_civilians
2018,40.059404,-10.897291,Pundanhar village,2,0
2018,40.436543,-11.930964,Cogolo village,1,1
2018,40.475349,-10.772012,Palma town,3,3
2018,40.55436,-10.80786,Milamba village,1,1
2018,40.44889,-11.20944,Nsaunge village,3,3
2018,40.448333,-11.818889,Milamba village,1,1
2018,40.480642,-11.921338,Ingoane village,1,1
2018,40.46944,-10.93722,Bawala village,2,2
2019,40.259,-10.8319,Road between Pundanhar village and Palma town,7,7
2019,40.199893,-11.414192,Manilha village,5,5
2019,40.475349,-10.772012,Palma town,1,1
2019,40.476944,-10.991389,Olumbe village,6,3
2019,40.588216,-10.852257,Maganja village,2,2
2019,39.80237,-11.204741,Muangaza farms,4,4
2019,40.499897,-11.863112,Pequeve village,4,4
2019,40.35167,-10.96278,Muite village,1,1
2019,40.280105,-10.928172,Matapata village,1,1
2019,40.306269,-11.167497,Quelimane village,3,3
2019,40.2725,-12.104444,Road 766 between Macomia and Mucojo,4,3
2019,39.95694,-12.33833,Iba village,4,4
2019,40.011028,-12.232954,Nicate village,6,6
2019,40.134444,-12.338056,Ntapuala village,7,7
2019,39.665,-12.2775,Minhanha village,3,3
2019,40.2333,-11.4,Mangoma village,2,2
2019,40.38222,-11.39056,Anga village,4,4
2019,39.840687,-11.278295,Ngalonga village,2,2
2019,40.44213,-11.955216,Simbolongo village,2,2
2019,40.059404,-10.897291,Pundanhar village,2,2
2019,40.405524,-11.811719,Unidade village,8,6
2019,39.776688,-11.202904,Namuavica river,4,4
2019,40.444296,-11.984723,Nagulue village,4,4
2019,39.93638,-11.535636,Diaca village,7,7
2019,40.340574,-10.589609,Quissungule village,11,11
2019,40.50874,-10.59536,Quionga village,10,10
2019,40.423611,-11.879167,Ilala village,1,1
2019,40.093333,-11.831667,Miangalewa village,5,0
2019,40.521926,-10.822387,Quitufo village,2,2
2019,40.436543,-11.930964,Cogolo village,2,1
2019,40.109949,-11.806286,Primeiro de Maio-Nguri village,4,1
2019,40.271608,-11.67426,Limala village,1,1
2019,40.448333,-11.818889,Milamba village,3,3
2019,40.442179,-11.750652,Quiterajo village,6,2
2019,39.903056,-11.015,Machava village,2,2
2019,39.674699,-11.074488,Nangade town,3,3
2019,40.47056,-11.40611,Ulo village,1,1
2019,40.25861,-11.19222,Malinga village,2,2
2019,40.454151,-12.007379,Nacotuco village,4,4
2019,40.059414,-11.744731,Neguri village,3,3
2019,40.430833,-11.752222,Mitacata village,5,5
2019,40.352222,-11.345833,Mocímboa da Praia town,5,5
2019,40.099444,-11.473333,Mumo village,4,4
2019,40.46874,-12.082883,Rueia village,1,1
2019,40.57983,-10.82224,Nssemo village,7,7
2019,40.480642,-11.921338,Ingoane village,5,5
2019,40.476944,-12.129722,Galudo village,3,3
2019,40.02056,-12.15,Darumba village,6,6
2019,39.957573,-11.857651,Litapata village,3,3
2019,39.995593,-11.637093,Chitunda village,3,2
2018,40.476944,-10.991389,Olumbe village,7,0
2018,40.10472,-11.36222,Chitolo village,1,0
2018,40.32275,-12.5727,Quissanga district,6,0
2018,40.340574,-10.589609,Quissungule village,2,0
2018,40.423611,-11.879167,Ilala village,2,0
2018,39.77548,-11.15739,Nangade district,2,0
2018,38.407,-13.469,Balama district,1,0
2018,40.095484,-11.575503,Chicuemba village,11,0
2018,39.81389,-11.95,Mandela locality,2,0
2018,40.116801,-11.192392,Mwangaza village,1,0
2019,40.19088,-12.06315,Macomia district,5,0
2019,40.16517,-11.43399,Mocímboa da Praia district,11,0
2019,40.176081,-10.666609,Rovuma river in Palma district,2,0
2019,40.425045,-11.84594,Namaneco village,4,0
2019,40.11028,-11.93194,Chai village,1,0
2019,40.413998,-10.956443,Ntuleni village,15,0
2019,40.001983,-11.413042,Mitope village,5,0
2019,40.363355,-11.661126,Marere village,15,0
2019,39.637778,-11.221944,Litingina village,3,0
2019,39.69306,-11.11889,Lijungo village,7,5
2019,40.478181,-12.069278,Mucojo village,3,1
2019,40.42944,-11.8925,Cobre village,3,0
1995,97.678028,17.836972,Manerplaw base,15,0
1995,98.515339,16.796917,Kaw Moo Ra,28,0
1995,97.75,17.5,Kayin State,2,0
1995,98.506111,16.686389,Myawaddy town,3,2
1995,98,22,Myanmar (Burma),9,1
1995,93.955875,18.903206,Kyauknimaw Village-tract,23,2
1995,98.331783,14.705158,Thai Border East,2,1
1997,97.75,17.5,Kayin State,21,1
1998,98.516667,14.166667,Myitta town,3,1
1998,98.331783,14.705158,Thai Border East,7,0
1998,98.47457,14.091061,Dawai District,4,3
1998,98,22,Myanmar (Burma),2,1
1999,97.983333,15.683333,Anan-Gwin,4,4
1999,97.730756,15.969094,Thanbyuzayat town,10,0
2000,98,22,Myanmar (Burma),3,0
2000,98.331783,14.705158,Thai Border East,16,0
2000,97.75,16.25,Mon State,2,2
2000,98.244408,15.833678,Kawkareik District,8,1
2000,97.75,17.5,Kayin State,4,0
2000,98.529827,16.541082,Myawaddy District,1,0
2000,98.506111,16.686389,Myawaddy town,5,0
2001,97.730756,15.969094,Thanbyuzayat town,4,0
2001,97.75,17.5,Kayin State,3,1
2001,98.36185,16.136536,Kyauk-kwa town,2,0
2002,96.156111,19.770278,Thabyegon town,3,0
2002,99.05,12.416667,Myeik District,4,3
2002,98.47457,14.091061,Dawai District,2,0
2002,98.244408,15.833678,Kawkareik District,5,4
2002,98.529827,16.541082,Myawaddy District,3,0
2002,98.506111,16.686389,Myawaddy town,6,1
2002,97.75,17.5,Kayin State,6,5
2002,98.331783,14.705158,Thai Border East,10,2
2002,98,22,Myanmar (Burma),3,1
2002,97.7,17.7,Hpa-an District,2,1
2003,98.244408,15.833678,Kawkareik District,10,0
2003,98.75,13,Tanintharyi Division,1,0
2003,97.75,17.5,Kayin State,6,0
2003,98.331783,14.705158,Thai Border East,9,0
2003,98.506111,16.686389,Myawaddy town,6,0
2003,99.05,12.416667,Myeik District,1,1
2003,98,22,Myanmar (Burma),2,1
2004,98,22,Myanmar (Burma),3,1
2004,99.05,12.416667,Myeik District,1,1
2004,98.401944,15.301667,Three Pagodas Pass town,2,0
2004,98.75,13,Tanintharyi Division,2,2
2004,95,17,Ayeyarwady Division,2,1
2005,97.75,17.5,Kayin State,5,0
2005,98,22,Myanmar (Burma),3,0
2005,98.194231,14.073749,Dawai town,8,6
2005,99.05,12.416667,Myeik District,4,3
2005,96.25,18.25,Bago Division,2,1
2006,97.442981,18.062283,Papun Town,5,0
2006,96.433333,18.933333,Toungoo town,2,0
2006,98,22,Myanmar (Burma),4,2
2006,98.871294,16.282356,Maw Khee town,3,0
2006,95.984406,17.013975,Htantabin Township,2,2
2006,99.05,12.416667,Myeik District,6,0
2006,96.723758,17.951458,Nyaunglebin town,9,0
2006,96.25,18.25,Bago Division,1,1
2007,98,22,Myanmar (Burma),1,1
2007,97.7,17.7,Hpa-an District,1,1
2007,97.75,17.5,Kayin State,6,0
2007,98.331783,14.705158,Thai Border East,25,0
2007,98.871294,16.282356,Maw Khee town,15,0
2008,98.831136,16.416117,Valeki town,6,0
2008,96.824444,18.885833,Hsaw Wah Der Town,1,1
2008,96.807614,18.902692,Gklay Soe Kee Town,1,0
2008,97.75,17.5,Kayin State,1,0
2009,98.831136,16.416117,Valeki town,8,0
2009,98.75,13,Tanintharyi region,4,0
2009,97.252818,20.160643,Hsihseng Township,12,0
2009,96.25,18.25,Bago region,1,0
2009,97.75,17.5,Kayin State,4,0
2009,98.401944,15.301667,Three Pagodas Pass town,4,0
2009,97.442981,18.062283,Papun Town,7,0
2010,97.75,16.25,Mon State,13,0
2010,98.575783,16.360642,Bler doh Village,1,0
2010,97.7,17.7,Hpa-an District,2,0
2010,98.401944,15.301667,Three Pagodas Pass town,3,0
2010,98.529827,16.541082,Myawaddy District,1,0
2010,97.75,17.5,Kayin State,3,0
2010,98,22,Myanmar (Burma),1,0
2011,98,22,Myanmar (Burma),6,0
2011,97.75,17.5,Kayin State,2,0
2011,96.25,18.25,Bago region,2,2
2011,97.679167,17.358333,Myaing Gyi Ngu town,3,0
2011,98.238231,16.554022,Kawkareik town,5,0
2011,92.360793,20.922044,Maungdaw Township,2,0
2011,97.7,17.7,Hpa-an District,1,0
2012,97.7,17.7,Hpa-an District,4,0
2014,97.445,18.064,Papun District,1,0
2014,96.772247,18.327769,Kyauk Kyi town,1,0
2015,98.510324,16.664698,Mae Htaw Talay village,1,0
2015,97.376831,18.068215,Papun Township,1,0
2015,98.558498,16.36824,Myawaddy Township,1,0
2015,97.75,17.5,Kayin State,2,0
2018,97.445,18.064,Hpapun District,1,1
2018,97.833333,17.133333,Hlaingbwe Township,2,0
2019,97.376831,18.068215,Papun Township,1,0
2010,98.238231,16.554022,Kawkareik town,5,0
2010,98.506111,16.686389,Myawaddy town,3,0
2010,98.244408,15.833678,Kawkareik District,30,0
2011,98.244408,15.833678,Kawkareik District,1,1
2011,98.529827,16.541082,Myawaddy District,3,0
2013,97.818365,17.123867,Hlaing Bwe village,37,0
2013,97.702667,17.942742,Salween River,1,0
2013,97.679167,17.358333,Myaing Gyi Ngu town,1,0
2013,97.75,17.5,Kayin State,2,0
2014,98.506111,16.686389,Myawaddy town,1,0
2014,97.625833,16.484722,Mawlamyine town,5,0
2014,97.733796,16.377338,Kyaikmaraw town,5,0
2015,98.244408,15.833678,Kawkareik District,4,0
2015,98.323324,16.688302,Kawkareik-Myawaddy Road,3,0
2015,98.228229,16.593758,Kawkareik Township,1,1
2015,97.833333,17.133333,Hlaingbwe Township,2,2
1999,96.316667,25.616667,Hpakant Town,1,1
2014,92.267,21.06,Bangladesh/Myanmar (Burma) border,2,0
2013,98.345385,14.107478,Bokpyin village,3,0
1996,97.75,16.25,Mon State,10,2
2001,97.904722,23.979167,Muse Township,4,0
2001,98,22,Shan State,9,3
2006,97.937993,23.457894,Kutkai Township,6,1
2011,97.178824,24.260229,Bhamo District,1,0
2011,97.5,26,Kachin State,2,0
2011,96.597658,25.195076,Mohnyin District,4,1
2011,98,22,Shan State,4,0
2011,97.145268,25.785516,Myitkyina District,3,1
2011,96.711667,25.523056,Kamaing Town,4,0
2011,97.523889,24.878056,Nam San Yang town,1,0
2011,97.700333,25.035175,Sama town,1,0
2011,97.824722,23.688611,Namphatkar town,2,0
2011,97.4,25.383333,Myitkyina town,4,0
2011,97.563333,24.76,Laiza town,6,0
2011,96.316667,25.616667,Hpakant Town,5,0
2011,97.940278,23.456667,Kutkai Town,3,0
2011,98.308611,24.099167,Mungkoe town,19,0
2012,97.5,26,Kachin State,20,0
2012,97.937993,23.457894,Kutkai Township,5,0
2012,97.904722,23.979167,Muse Township,4,0
2012,97.401111,23.0925,Nam-Tu Township,5,0
2012,98,22,Myanmar (Burma),5,0
2012,97.561389,24.979722,Gangdau Yang Town,27,0
2012,97.178824,24.260229,Bhamo District,18,1
2012,97.145268,25.785516,Myitkyina District,3,0
2012,98.376667,25.600833,Pangwa town,19,0
2012,98,22,Shan State,4,0
2012,96.597658,25.195076,Mohnyin District,28,0
2012,96.316667,25.616667,Hpakant Town,2,2
2012,97.563333,24.76,Laiza town,50,0
2013,98,22,Myanmar (Burma),6,0
2013,97.563333,24.76,Laiza town,3,3
2013,96.711667,25.523056,Kamaing Town,2,0
2013,97.561389,24.979722,Gangdau Yang Town,1,0
2013,97.5,26,Kachin State,2,0
2013,96.316667,25.616667,Hpakant Town,30,0
2013,96.60305,25.010372,Lajayang village,16,0
2013,98.081591,27.882151,Mayanlam village,1,1
2013,98.376667,25.600833,Pangwa town,8,0
2013,97.940278,23.456667,Kutkai Town,8,0
2013,97.1167,27.5167,Nampaka village,8,0
2013,97.95,22.95,Northern Shan State,1,0
2013,97.62949,24.35311,Ba Lawng Kawng village,1,0
2013,97.4275,27.333056,Putao town,2,1
2013,98.101389,23.576667,Tamyone town,3,0
2013,97.296584,24.116131,Mansi Town,1,0
2013,97.17478,23.8666,Mung Ding Pa village,1,1
2013,97.13234,23.75817,Nam Lin Pa village,1,0
2014,97.20207,23.70062,Nam Ngawn village,1,0
2014,97.178824,24.260229,Bhamo District,2,0
2014,97.233333,24.083333,Man Wein Gyi,22,0
2014,97.95,22.95,Northern Shan State,5,0
2014,97.5,26,Kachin State,7,0
2014,96.772778,26.268889,Sabaw Maw mine,4,0
2014,98.09862,23.57597,Tarmoenye village,17,0
2014,97.904722,23.979167,Muse Township,1,0
2014,97.563333,24.76,Laiza town,23,0
2015,98,22,Myanmar (Burma),2,0
2015,97.5,26,Kachin State,3,0
2015,96.313449,24.942261,Mohnyin Township,3,0
2015,97.681672,23.836011,Namkham Township,2,0
2015,97.684044,25.312833,Waingmaw Township,1,0
2015,97.937993,23.457894,Kutkai Township,2,0
2015,97.398028,23.951216,Mahtet village,20,0
2015,97.358798,23.960382,Mansi Township,3,0
2015,97.178824,24.260229,Bhamo District,3,0
2015,97.794534,22.967835,Shan State (North),6,0
2015,96.935365,25.30543,Mogaung Township,1,0
2015,98.182546,23.306511,Hseni Township,2,0
2015,96.316667,25.616667,Hpakant Township,3,0
2015,97.904722,23.979167,Muse Township,5,0
2015,97.690334000000007,26.578355,Mali Yang Village,1,0
2016,98.129121,23.957135,Muse Township,2,1
2016,97.178824,24.260229,Bhamo District,1,1
2016,97.428146,24.814875,"Pau Se, KIA outpost",2,0
2016,96.481155,25.679728,Hpakant Township,2,0
2016,97.5,26,Kachin State,2,0
2016,97.461027,24.613717,Dawthponeyan village,2,0
2016,97.684044,25.312833,Waingmaw Township,2,0
2016,98.034294,23.705275,Muse District,1,1
2016,97.963328,23.301979,Theinni/Hsenwi town,2,0
2017,97.684044,25.312833,Waingmaw Township,7,0
2017,98.129121,23.957135,Muse Township,1,1
2017,96.712445,26.509765,Tanai Township,10,0
2017,97.794534,22.967835,Shan State (North),7,1
2017,97.5,26,Kachin State,7,0
2017,96.658273,25.918139,Shaduzup village,1,0
2018,96.712445,26.509765,Tanai Township,1,1
2018,97.5,26,Kachin State,2,2
2018,96.481155,25.679728,Hpakant Township,1,0
2018,98.076855,23.574375,Kutkai Township,1,0
2019,97.794534,22.967835,Shan State (North),9,0
2019,98.076855,23.574375,Kutkai Township,1,0
2019,98.129121,23.957135,Muse Township,2,0
2019,97.95851,23.47781,Namhu village,1,0
2019,96.313449,24.942261,Mohnyin Township,1,0
2019,97.684044,25.312833,Waingmaw Township,1,0
1995,97.5,19.25,Kayah State,1,0
1995,97.840192,19.173853,Thai Border Northeast,1,0
1996,97.5,19.25,Kayah State,10,0
1996,98,22,Myanmar (Burma),3,2
1996,97.702667,17.942742,Salween River,6,0
1997,98,22,Myanmar (Burma),10,2
1998,97.840192,19.173853,Thai Border Northeast,1,0
1999,97.840192,19.173853,Thai Border Northeast,4,0
1999,98.331783,14.705158,Thai Border East,3,0
2001,98,22,Myanmar (Burma),1,1
2001,97.5,19.25,Kayah State,8,0
2002,97.702667,17.942742,Salween River,2,0
2002,97.5,19.25,Kayah State,2,0
2002,97.209444,19.674167,Loikaw town,2,0
2003,97.15,18.816667,Mawchi town,5,0
2004,97.5,19.25,Kayah State,2,1
2004,97.840192,19.173853,Thai Border Northeast,8,0
2004,97.341751,19.49125,Loikaw District,1,0
2005,97.5,19.25,Kayah State,2,1
2006,97.15,18.816667,Mawchi town,5,0
2007,96.875358,19.0589,Pwee Kee town,1,1
2007,97.5,19.25,Kayah State,1,0
2007,97.209444,19.674167,Loikaw town,3,0
2010,97.5,19.25,Kayah State,3,0
2010,97.341751,19.49125,Loikaw District,3,0
2012,97.5,19.25,Kayah State,5,0
2012,97.75,17.5,Kayin State,1,0
2012,97.15,18.816667,Bawlakhe District,5,0
1995,99.880833,20.4475,Tachilek town,16,0
1995,99.605689,21.280781,Kengtung Township,500,0
1995,98,22,Shan State,15,1
1996,98.916667,22.9,Ho Mong Town,3,0
1996,98.4,21.316667,Nam-oi town,6,0
1996,98.429888,21.304659,Kun-Hing Township,15,13
1996,98,22,Shan State,12,12
1996,97.668024,21.272245,Lai-Kha Township,2,0
1996,98.365374,21.906598,Mongshu Township,2,0
1996,97.71672,20.89184,Namsang Township,3,1
1997,100.024264,21.674578,Mong La Township,5,0
1997,98.111969,21.102417,Kho Lam town,5,5
1997,98.916667,22.9,Ho Mong Town,23,0
1997,97.563889,20.925,Loilen District,100,0
1998,98.916667,22.9,Ho Mong Town,4,0
1999,98,22,Myanmar (Burma),2,2
1999,98.916667,22.9,Ho Mong Town,3,0
2000,98.429888,21.304659,Kun-Hing Township,13,12
2000,97.563889,20.925,Loilem Town,50,0
2000,98,22,Shan State,11,1
2001,99.0525,20.001944,Thai border North Myanmar,3,0
2001,99.880833,20.4475,Tachilek Township,1,1
2001,98.894789,20.295908,Mong Ton town,5,0
2001,97.840192,19.173853,Thai Border Northeast,7,0
2001,99.25,20.533333,Mong Hsat Township,18,0
2002,98,22,Shan State,19,0
2002,97.71672,20.89184,Namsang Township,5,5
2002,99.0525,20.001944,Thai border North Myanmar,16,0
2002,99.922778,20.875833,Monghpyak Township,2,2
2002,97.161526,22.965028,Nam Zam town,2,0
2004,99.880833,20.4475,Tachilek town,5,0
2004,98,22,Shan State,4,0
2004,98.429888,21.304659,Kun-Hing Township,1,0
2005,99.922778,20.875833,Monghpyak Township,11,0
2005,98,22,Shan State,5,2
2006,98,22,Shan State,2,0
2006,97.530556,21.607778,Mong Keung Township,3,0
2006,99.922778,20.875833,Monghpyak Township,19,0
2006,99.880833,20.4475,Tachilek Township,5,0
2006,99.880833,20.4475,Tachilek town,7,0
2007,98,22,Shan State,1,0
2007,99.605689,21.280781,Kengtung Township,1,0
2007,97.530556,21.607778,Mong Keung Township,1,0
2007,98.429888,21.304659,Kun-Hing Township,3,3
2007,98.3665,20.317697,Mong Pan Township,13,0
2008,98,22,Shan State,1,0
2008,97.82099,21.929133,Kyethi Township,2,0
2008,97.840192,19.173853,Thai Border Northeast,8,0
2008,97.530556,21.607778,Mong Keung Township,3,0
2008,98.429888,21.304659,Kun-Hing Township,6,0
2008,98.532075,21.286142,Ka Li Town,1,0
2009,98,22,Shan State,10,0
2009,97.82099,21.929133,Kyethi Township,11,0
2010,97.681672,23.836011,Namkham Township,20,0
2010,98.124239,21.646706,Mong Nawng town,1,0
2010,98,22,Shan State,3,0
2011,97.530556,21.607778,Mong Keung Township,10,1
2011,98.365374,21.906598,Mong Hsu Township,3,1
2011,97.82099,21.929133,Kyethi Township,1,0
2011,98.124239,21.646706,Mong Nawng town,1,0
2012,99.880833,20.4475,Tachilek Township,5,0
2012,97.82099,21.929133,Kyethi Township,1,0
2013,98,22,Shan State,2,0
2013,98.1,21.1,Southern Shan State,5,0
2013,98.429888,21.304659,Kun-Hing Township,2,0
2013,96.47429,24.014802,Shwelli river,12,0
2013,97.681672,23.836011,Namkham Township,2,0
2013,99.318671,21.347307,Möng Pang village,5,0
2015,97.563889,20.925,Loilen District,2,0
2015,97.483797,20.928447,Shan State (South),4,0
2015,97.455961,20.812943,Mong Pawn Town,1,1
2015,97.71672,20.89184,Nansang Township,1,0
2015,98,22,Shan State,20,0
2015,97.668024,21.272245,Lai-Kha Township,2,2
2015,99.627661,21.108109,Shan State (East),1,0
2018,97.478839,21.032392,Loilem Township,1,0
2018,97.054425,22.621724,Nam Hu Tawng village,2,0
2018,97.530556,21.607778,Mong Keung Township,1,0
1997,98,22,Shan State,10,8
1997,99.0525,20.001944,Thai border North Myanmar,30,0
2003,98.934444,20.294722,Mong Ton Township,9,0
2004,99.25,20.533333,Mong Hsat Town,2,0
2009,98.751875,23.425264,Hopang Township,12,0
2015,98.934444,20.294722,Mong Ton Township,1,0
2009,98,22,Myanmar (Burma),13,0
2009,98.765042,23.690225,Laukkaing Township,3,0
2009,98.765042,23.690225,Laogai town,4,0
2010,98.765042,23.690225,Laogai town,1,0
2014,97.702667,17.942742,Salween River,60,0
2014,98.65,23.416667,Kunlong town,5,0
2015,98.75,23.7,Laukkaing District,5,0
2015,97.95,22.95,Northern Shan State,11,1
2015,98.765042,23.690225,Laukkaing Township,3,0
2015,98.765042,23.690225,Laukkaing Town,3,0
2015,98.785508,23.583995,Between Chinshwehaw and Laukkaing,2,0
2015,98.646785,23.754052,Laukkaing-Konkyan road,7,0
2015,98.560525,23.938505,Konkyan Township,2,0
2015,98.799687,23.754949,Hill Post 1584,16,0
2017,98,22,Shan State,5,0
2017,98.5,23.5833,Laukkai town,30,11
2018,97.931008,23.457278,Kutkai town,10,0
2019,98.730725,23.602184,Kunlong township,3,0
1995,92.85,21.3,Mindat District,5,5
1995,93.334704,20.501243,Sittwe District,5,5
1995,97.7,17.7,Hpa-an District,1,1
1995,98.47457,14.091061,Dawai District,4,4
1995,97.274696,17.1325,Thaton District,1,1
1995,99.686389,21.845556,Mong Yang Township,4,4
1995,97.281233,17.577972,Mae Pa Li town,3,3
1995,99.05,12.416667,Myeik District,2,2
1995,97.851753,15.761408,Mawlamyine District,1,1
1995,98.598908,13.077147,Kyauk Thinbaw town,2,2
1995,98.3665,20.317697,Mong Pan Township,2,2
1995,97.252818,20.160643,Hsihseng Township,5,5
1995,98.366667,20.316667,Mong Pan town,2,2
1995,97.75,16.25,Mon State,3,3
1995,97.419536,17.455369,Kyoe Wine town,1,1
1995,97.399686,17.471319,Baw Naw,2,2
1995,96.824444,18.885833,Hsaw Wah Der Town,5,5
1995,96.805081,18.954692,Naw Thay Der town,2,2
1995,96.812344,18.879931,Gkaw Thay Der Town,1,1
1995,96.758722,18.81995,Ko Loo town,1,1
1995,96.949847,18.864067,Hoki Town,1,1
1995,96.807614,19.216667,Leit Tho town,1,1
1995,96.784708,18.911781,Kler La town,1,1
1995,98.125089,16.287044,Win Kat town,1,1
1995,96.847292,18.729997,Si Daw Koh town,1,1
1996,97.7,17.7,Hpa-an District,1,1
1996,96.835253,18.929347,Gha Muh Der Town,1,1
1996,96.784708,18.911781,Kler La town,1,1
1996,97.399686,17.471319,Baw Naw,1,1
1996,96.25,18.25,Bago Division,1,1
1996,99.05,12.416667,Myeik District,1,1
1996,96.575628,18.845494,Saw Loh town,1,1
1996,98.633333,13.266667,Palauk town,1,1
1996,96.729161,18.633767,Maladaw town,2,2
1996,98.6,12.433333,Mergui Town,4,4
1996,97.643469,16.876903,Hpa-an town,2,2
1996,98.521117,10.99925,Kawye Island,80,80
1996,98.75,13,Tanintharyi Division,13,13
1996,97.341751,19.49125,Loikaw District,2,2
1996,98.238231,16.554022,Kawkareik town,4,4
1996,93.366883,22.619989,Thanglang Township,1,1
1997,97.668024,21.272245,Lai-Kha Township,1,1
1997,96.712703,18.859975,Klaw Mee Der town,1,1
1997,96.083333,22,Mandalay town,1,1
1997,92.529996,20.875369,Buthidaung Township,1,1
1997,98.118161,16.038403,Kya In Seik Gyi town,1,1
1997,97.71672,20.89184,Namsang Township,3,3
1997,97.530556,21.607778,Mong Keung Township,3,3
1997,98.934444,20.294722,Mong Ton Township,3,3
1997,98.429888,21.304659,Kun-Hing Township,17,17
1997,98.3665,20.317697,Mong Pan Township,4,4
1997,97.82099,21.929133,Kyethi Township,4,4
1997,98.312831,20.208544,Wan Kyawng town,3,3
1997,98.427942,21.301664,Kun-Hing Town,16,16
1997,98.294722,20.759722,Kengtawng Town,12,12
1997,98.75,13,Tanintharyi Division,4,4
1997,97.15,18.816667,Mawchi town,1,1
1997,96.25,18.25,Bago Division,1,1
1997,98.47457,14.091061,Dawai District,1,1
1997,95.984406,17.013975,Htantabin Township,5,5
1997,97.33333,17.83333,Kyauk Taung town,1,1
1997,97.7,17.7,Hpa-an District,4,4
1998,99.05,12.416667,Myeik District,1,1
1998,97.459122,17.36285,Htee Lay Kho Town,1,1
1998,97.7,17.7,Hpa-an District,1,1
1998,96.25,18.25,Bago Division,2,2
1998,95.984406,17.013975,Htantabin Township,2,2
1998,97.866667,20.516667,Murng Nai Township,7,7
1998,97.530556,21.607778,Mong Keung Township,1,1
1998,96.416399,18.629875,Taungoo District,1,1
1998,97.75,16.25,Mon State,1,1
1998,98.75,13,Tanintharyi Division,3,3
1998,98,22,Shan State,16,16
1998,97.274696,17.1325,Thaton District,1,1
1998,97.442981,18.062283,Papun Town,1,1
1998,97.969422,9.631358,Christie Island,40,40
1998,97.341751,19.49125,Loikaw District,2,2
1998,97.71672,20.89184,Namsang Township,36,36
1998,97.533333,21.6,Murng-Kerng town,11,11
1998,97.15,18.816667,Bawlakhe District,4,4
1998,97.563889,20.925,Loilen Township,2,2
1998,92.85,21.3,Mindat District,1,1
1998,98.165273,17.228569,Htit Baw village town,1,1
1998,98.111969,21.102417,Kho Lam town,3,3
1998,98.3665,20.317697,Mong Pan Township,4,4
1998,98.429888,21.304659,Kun-Hing Township,13,13
1998,96.875314,17.923614,Shwegyin town,1,1
1998,97.33333,17.83333,Kyauk Taung town,1,1
1998,98.934444,20.294722,Mong Ton Township,2,2
1999,97.7,17.7,Hpa-an District,1,1
1999,98.934444,20.294722,Mong Ton Township,6,6
1999,97.341751,19.49125,Loikaw District,2,2
1999,96.25,18.25,Bago Division,1,1
1999,97.437353,19.674403,Punchaung town,3,3
1999,96.835253,18.929347,Gha Muh Der Town,2,2
1999,96.738917,18.152392,Hintha Wei Town,3,3
1999,97.133167,19.440733,Htee Kalu Daw Town,1,1
1999,97.274696,17.1325,Thaton District,2,2
1999,98.75,13,Tanintharyi Division,6,6
1999,98.427942,21.301664,Kun-Hing Town,15,15
1999,98.429888,21.304659,Kun-Hing Township,3,3
1999,99.880833,20.4475,Tachilek Township,2,2
1999,98,22,Shan State,2,2
1999,98.47457,14.091061,Dawai District,1,1
1999,97.235003,19.893767,Htee Sae Kha Town,3,3
1999,100.360278,21.178333,Mong Yawng Township,2,2
1999,99.880833,20.4475,Tachilek town,8,8
1999,93.366883,22.619989,Thanglang Township,1,1
1999,97.668024,21.272245,Lai-Kha Township,6,6
1999,98.3665,20.317697,Mong Pan Township,1,1
1999,97.71672,20.89184,Namsang Township,1,1
1999,98.111969,21.102417,Kho Lam town,4,4
1999,97.300331,22.616594,Hsipaw Township,1,1
1999,97.75,16.25,Mon State,1,1
1999,97.5,19.25,Kayah State,2,2
1999,99.605689,21.280781,Kengtung Township,1,1
1999,97.866667,20.516667,Murng Nai Township,1,1
1999,93.478975,23.562811,Cauleng Village Town,1,1
1999,99.0525,20.001944,Thai border North Myanmar,2,2
1999,99.922778,20.875833,Monghpyak Township,3,3
1999,99.05,12.416667,Myeik District,11,11
1999,98.532075,21.286142,Ka Li Town,2,2
1999,97.401111,23.0925,Nam-Tu Township,1,1
1999,97.856653,15.249117,Ye town,1,1
1999,96.597658,25.195076,Mohnyin District,1,1
2000,98.111969,21.102417,Kho Lam town,2,2
2000,99.05,12.416667,Myeik District,1,1
2000,97.82099,21.929133,Kyethi Township,1,1
2000,97.7,17.7,Hpa-an District,1,1
2000,98.427942,21.301664,Kun-Hing Town,4,4
2000,97.5,19.25,Kayah State,2,2
2000,100.360278,21.178333,Mong Yawng Township,1,1
2000,97.209444,19.674167,Loikaw town,2,2
2000,97.866667,20.516667,Murng Nai Township,1,1
2000,97.341751,19.49125,Loikaw District,2,2
2000,99.880833,20.4475,Tachilek Township,1,1
2000,98.75,13,Tanintharyi Division,3,3
2000,96.25,18.25,Bago Division,1,1
2000,98.47457,14.091061,Dawai District,3,3
2000,96.875314,17.923614,Shwegyin town,2,2
2000,96.150408,16.79845,Yangon city,2,2
2000,97.533333,21.6,Murng-Kerng town,7,7
2000,97.741072,16.570181,Zarthabyin town,2,2
2000,97.616219,17.026567,Minzi town,2,2
2000,97.474039,17.074625,betweem Pa-an township and Bilin Township,3,3
2000,98.546667,21.039444,Wan hpai town,30,30
2000,97.485728,21.811783,Pang Nim town,3,3
2000,97.658528,21.880506,Ham Ngaai Town,1,1
2000,93.126886,22.788078,Bungkhua Village Town,3,3
